,date,tweet,tweet_length,id,likes,retweets,sentiment,subjectivity
866,9/18/2020,This election is Scranton vs. Park Avenue.,42,1.30675E+18,113099,15679,0,0
841,9/19/2020,We must win.,12,1.30746E+18,508960,60605,0.8,0.4
845,9/19/2020,"Let me be clear: The voters should pick a President, and that President should select a successor to Justice Ginsburg.",118,1.30715E+18,528552,81795,0.1,0.383333333
846,9/19/2020,"Ruth Bader Ginsburg stood for all of us. She was an American hero, a giant of legal doctrine, and a relentless voic… ",140,1.30715E+18,309052,44770,0.066666667,0.4
840,9/20/2020,I’m Joe Biden and I approve this message. ,65,1.30749E+18,973717,270669,0,0
821,9/22/2020,"Donald Trump sees the world from Park Avenue.

I see the world from where I grew up: Scranton, Pennsylvania.",108,1.30849E+18,157991,19074,0,0
826,9/22/2020,Donald Trump ran for office saying he would represent the forgotten men and women of this country — and as soon as… ,139,1.30821E+18,170903,27496,0,0
816,9/23/2020,Cindy — I'm deeply honored to have your support and your friendship. This election is bigger than any one political… ,140,1.30856E+18,180579,28113,0,0.45
799,9/24/2020,"Once again, we are called to ask ourselves whether justice could be equally applied in America. But what's clear is… ",140,1.30926E+18,107766,17467,0.05,0.316666667
807,9/24/2020,"Even amidst the profound grief &amp; anger today's decision generated, violence is never &amp; can never be the answer. Tho… ",148,1.30897E+18,111896,17608,-0.472222222,0.466666667
791,9/25/2020,"Today, Justice Ginsburg made history one last time — and I was grateful to be there to pay my respects. May her mem… ",140,1.30962E+18,112882,14155,0,0.066666667
795,9/25/2020,Health care is a right — not a privilege.,41,1.30956E+18,279749,39786,0.285714286,0.535714286
783,9/26/2020,The Senate shouldn't vote until the American people do.,55,1.30999E+18,332881,46236,0,0
786,9/26/2020,"When Ebola hit, President Obama and I took swift action and successfully contained the virus.

After COVID-19 hit,… ",139,1.30995E+18,115234,23814,0.425,0.525
787,9/26/2020,"At this moment, we're facing both the worst public health crisis of our lifetime and the existential threat of clim… ",140,1.30991E+18,178378,27671,-0.5,0.533333333
789,9/26/2020,"If I'm elected, I won't wait to take action on COVID-19.

Minutes after the race is called, I’ll call Dr. Fauci and… ",140,1.30987E+18,239982,36023,0.1,0.1
780,9/27/2020,These folks know that we can’t saddle this country with four more years of Donald Trump. ,112,1.31024E+18,151855,23130,0.5,0.5
770,9/28/2020,"I'm not looking to punish anyone, but it's about time the super-wealthy and corporate America start paying their fair share.",124,1.31072E+18,309981,36627,0.35,0.45
775,9/28/2020,There's no mystery when it comes to what's happening with the Supreme Court. President Trump and Republicans have b… ,140,1.31058E+18,103044,18405,0,0
759,9/29/2020,"It’s debate night, so I’ve got my earpiece and performance enhancers ready. ",99,1.31108E+18,522033,65026,0.2,0.5
761,9/29/2020,"If we’re elected, @KamalaHarris and I will wake up every single morning to fight for the middle class. For Main Str… ",140,1.31106E+18,120429,17257,0.031746032,0.182539683
764,9/29/2020,"The American people deserve transparency from their leaders, it's why as of today, I've released 22 years of my tax… ",140,1.311E+18,253931,39719,0,0
723,9/30/2020,"White supremacy has no place in America.

We shouldn’t have to beg the President of the United States to say that.",114,1.31143E+18,328899,62315,0,0
729,9/30/2020,Donald Trump showed the country last night just how unfit he is to be president. If you weren't able to bear watchi… ,140,1.31137E+18,130297,30184,0.25,0.345833333
731,9/30/2020,"Enough with the racist dog whistles, Donald. You wouldn’t know a suburb unless you took a wrong turn. ",125,1.31136E+18,215131,30635,-0.25,0.7
734,9/30/2020,Had enough? ,35,1.31128E+18,332426,63978,0,0.5
735,9/30/2020,There’s no other way to put it: the President of the United States refused to disavow white supremacists on the deb… ,140,1.31127E+18,181048,58352,0.03125,0.1875
737,9/30/2020,This. This is Donald Trump's America. ,61,1.31114E+18,238506,66036,0,0
739,9/30/2020,You heard a lot come out of President Trump’s mouth. Can you name one thing he said to actually make your life better?,118,1.31114E+18,718330,104221,0.25,0.3
745,9/30/2020,"Under this president, we’ve become weaker, sicker, poorer, more divided, and more violent.",90,1.31113E+18,400303,57223,0.066666667,0.666666667
746,9/30/2020,Beau Biden was not a loser. ,51,1.31113E+18,583272,108878,0,0
747,9/30/2020,Donald Trump isn't a law and order president. He's a president who breaks the law and creates disorder.,103,1.31113E+18,294725,43705,0,0
751,9/30/2020,"Show us your tax returns, @realDonaldTrump.",43,1.31112E+18,349635,50376,0,0
754,9/30/2020,It is what it is because Donald Trump is who he is.,51,1.31112E+18,409014,54428,0,0
706,10/1/2020,"When I first ran for Senate, we put up a billboard that said, “Joe Biden: For all our families.”

It’s a motto that… ",140,1.31181E+18,161173,20872,0.25,0.333333333
709,10/1/2020,"Three years ago today, Las Vegas was struck by tragedy when a gunman opened fire on the Route 91 Harvest Festival.… ",139,1.31176E+18,220406,24005,0,0
719,10/1/2020,Last night reinforced why I got into this race: We are in a battle for the soul of this nation — and it’s a battle we must win.,127,1.31146E+18,340807,37795,0.4,0.233333333
698,10/2/2020,"I’m running as a Democrat, but I will be an American president. Whether you voted for me or against me, I will represent you.",125,1.31218E+18,839343,74297,0,0
699,10/2/2020,"We can, we will, and we must come together.",43,1.31217E+18,287925,25290,0,0
700,10/2/2020,"This cannot be a partisan moment.

It must be an American moment.

We have to come together as a nation.",104,1.31215E+18,386508,41582,0,0
703,10/2/2020,I’m happy to report that Jill and I have tested negative for COVID. Thank you to everyone for your messages of conc… ,140,1.31207E+18,907350,133854,0.25,0.7
704,10/2/2020,Jill and I send our thoughts to President Trump and First Lady Melania Trump for a swift recovery. We will continue… ,140,1.31201E+18,959348,67054,0.25,0.333333333
705,10/2/2020,"Donald Trump will do everything he can to distract from the fact that because of his failed COVID-19 response:

- O… ",140,1.31183E+18,150884,23577,-0.5,0.3
692,10/3/2020,One month until we can call @DrBiden our First Lady-Elect. ,82,1.31249E+18,327355,27795,0.25,0.333333333
693,10/3/2020,"It's time we come together.

It's time we see each other as fellow Americans, who don't just live in red states and… ",140,1.31247E+18,147962,23191,0.003787879,0.291666667
694,10/3/2020,"One month until Election Day. Let’s do this, America.",53,1.31246E+18,1164484,117534,0,0
695,10/3/2020,"Be a patriot. Do your part.

Wearing a mask will protect you. But it will also protect those around you — your mom,… ",140,1.31239E+18,267008,49175,0,0
685,10/4/2020,"Before we're Democrats or Republicans or independents — we're Americans.

We can't forget that.",95,1.31283E+18,332793,36660,0,0
687,10/4/2020,30 days.,8,1.31278E+18,468862,41923,0,0
689,10/4/2020,"At this moment, we’re facing unprecedented crises. But I know the American people have what it takes to overcome th… ",140,1.31255E+18,142509,17332,0.3,0.45
675,10/5/2020,These good boys are ready to build bark better. ,71,1.31324E+18,240105,41478,0.466666667,0.533333333
676,10/5/2020,"Now that President Trump is busy tweeting campaign messages, I would ask him to do this: Listen to the scientists.… ",139,1.31323E+18,668871,81304,0.1,0.3
681,10/5/2020,"Imagine a future where:

- Health care is a right
- We end the gun violence epidemic
- We combat climate change
- O… ",140,1.31312E+18,354587,47460,0.142857143,0.330357143
682,10/5/2020,"The economy.
Climate change.
Health care.
Civil rights.
Racial justice.
The U.S. Supreme Court.
Our democracy.

The… ",140,1.31291E+18,115593,21043,0,0
644,10/6/2020,"Make no mistake: if you are out of work, if your business is closed, if your child’s school is shut down, if you ar… ",140,1.31361E+18,435049,93548,-0.127777778,0.194444444
645,10/6/2020,The President turned his back on you. ,61,1.31361E+18,200268,52802,0,0
646,10/6/2020,"I give you my word: If I am elected president, I will marshal the ingenuity and goodwill of this nation to turn div… ",140,1.31359E+18,350243,40032,0,0
647,10/6/2020,"As president, I will embrace:

Hope, not fear.
Peace, not violence.
Generosity, not greed.
Light, not darkness. 

I… ",140,1.31358E+18,188999,29380,0.4,0.7
649,10/6/2020,The pandemic is not a red state versus blue state issue. The virus doesn’t care where you live or what political pa… ,140,1.31358E+18,126079,21717,0.034090909,0.175
650,10/6/2020,I do not believe we have to choose between law and order and racial justice in America.,87,1.31358E+18,286620,35155,0,0
653,10/6/2020,Unity over division.,20,1.31354E+18,303680,34318,0,0
656,10/6/2020,"Folks, we can save nearly 100,000 lives by the end of the year if everyone wears a mask in public.

Do your part. P… ",140,1.31351E+18,194926,36134,0.05,0.233333333
659,10/6/2020,"I couldn’t let #WorldTeachersDay go by without celebrating the best teacher I know. Jilly, the way you’ve worked ti… ",140,1.31332E+18,137190,14722,1,0.3
660,10/6/2020,Wear a mask. ,36,1.3133E+18,600176,103650,0,0
669,10/6/2020,Listen to the scientists.,25,1.31327E+18,652075,72377,0,0
671,10/6/2020,I view wearing a mask as a patriotic duty — to protect those around you. #BidenTownHall,87,1.31327E+18,192248,26081,0,0
672,10/6/2020,Masks matter. They save lives.,30,1.31327E+18,281183,39736,0,0
628,10/7/2020,"Go get 'em, @KamalaHarris. ",50,1.31399E+18,213174,20320,0,0
630,10/7/2020,"Taylor — Thanks for your support and for speaking out at this crucial moment in our nation’s history.

Election Day… ",140,1.31397E+18,181514,24832,0.1,0.6
631,10/7/2020,"Folks, I know a thing or two about vice presidential debates.

In 2008, I squared off against Governor Palin. And i… ",140,1.31394E+18,140800,15356,0,0
636,10/7/2020,"As president, I will:

- Implement nationwide mask mandates
- Ensure access to regular, reliable, and free testing… ",139,1.31384E+18,216961,29326,0.2,0.438461538
637,10/7/2020,Please. ,31,1.31366E+18,187075,25842,0,0
639,10/7/2020,"Ignore the polls, folks. There’s too much at stake for us to get complacent.

Vote: 
Donate:… ",140,1.31365E+18,122296,27422,0.2,0.2
611,10/8/2020,"Last night, @KamalaHarris chose truth over lies.

She chose hope and unity over fear and division.

She showed Amer… ",140,1.31434E+18,114363,13703,0,0.066666667
614,10/8/2020,"Folks, there was only one person on last night’s debate stage who’s fit to serve as Vice President — and her name is @KamalaHarris.",131,1.3143E+18,345564,33442,0.133333333,0.488888889
617,10/8/2020,"We must seek not to build walls, but bridges.

We must seek not to clench our fists, but to open our arms.

We must… ",140,1.31425E+18,193315,27435,0,0.5
622,10/8/2020,"Donald Trump has made hate, division, and dog whistles central to his campaign from the very beginning – and last w… ",140,1.31403E+18,156732,21807,-0.15,0.379166667
623,10/8/2020,"Let me be clear: A Biden-Harris Administration won't increase taxes by a dime on anyone making less than $400,000 a year.",121,1.31402E+18,613570,95405,-0.033333333,0.225
624,10/8/2020,".@KamalaHarris is showing the American people why I chose her as my running mate. She’s smart, she’s experienced, s… ",140,1.31401E+18,545464,62845,0.338095238,0.514285714
596,10/9/2020,"40,000 people a day are coming down with the coronavirus. What is the matter with this guy? ",115,1.31471E+18,191897,43103,-0.155555556,0.288888889
600,10/9/2020,"Why did Donald Trump tell Bob Woodward the truth about COVID-19, but not the American people?",93,1.31464E+18,293514,45152,0,0
603,10/9/2020,25 days. Let’s win this thing.,30,1.31458E+18,654210,66667,0.8,0.4
604,10/9/2020,"What we need in America is leadership that seeks to de-escalate tensions, to open lines of communication, and to br… ",140,1.31457E+18,107665,15250,0,0.5
605,10/9/2020,"When Governor Whitmer worked to protect her state from a deadly pandemic, President Trump issued a call to ""LIBERAT… ",140,1.31439E+18,298397,56292,-0.2,0.4
589,10/10/2020,"Let’s go vote, America.

",72,1.31501E+18,205156,28082,0,0
590,10/10/2020,We need a president who understands hardworking Americans — not one who looks down on them.,91,1.31499E+18,288965,33343,-0.155555556,0.288888889
577,10/11/2020,"I helped pull this country out of a recession before — and, as president, I’ll do it again.",91,1.3154E+18,468892,50241,0,0
579,10/11/2020,"When President Trump was told one thousand Americans were dying every day from COVID-19, he shrugged it off and sai… ",140,1.31537E+18,149970,26883,0,0
567,10/12/2020,"Donald Trump is running TV ads taking Dr. Fauci out of context and without his permission.

So, here’s a message fr… ",140,1.31577E+18,210767,63591,0,0
568,10/12/2020,"The longer Donald Trump is president, the more reckless he gets.",64,1.31575E+18,364569,41206,0.5,0.5
548,10/13/2020,Here's something that will be very different if I'm president: I'll actually listen to Dr. Fauci's advice and exper… ,140,1.31616E+18,104342,16412,0,0.44
552,10/13/2020,"215,000 Americans have died from COVID-19 on Donald Trump’s watch. 

It’s the greatest failure of presidential lead… ",140,1.31611E+18,137821,25140,0.341666667,0.65
560,10/13/2020,"Three weeks from today, we’re going to make Donald Trump a one-term president.",78,1.31601E+18,728641,81779,0,0
561,10/13/2020,"I am ready to fight for you and for our nation. Every day. Without exception, without reservation. And with a full and devoted heart.",133,1.31582E+18,177575,22316,0.275,0.525
562,10/13/2020,We need a president who will unite our country and bring out our best — not one who stokes division and brings out our worst.,125,1.31581E+18,188769,24561,0,0.65
532,10/14/2020,"Vote for America.

",66,1.31651E+18,235565,66612,0,0
537,10/14/2020,"Today would have been George Floyd’s 47th birthday, and he should be alive to celebrate it.

I made a promise to hi… ",140,1.31646E+18,198824,28256,0.1,0.4
540,10/14/2020,"Donald Trump wants to destroy Obamacare.

I want to protect and build on it.

It’s that simple, folks.",102,1.31642E+18,167705,23265,0,0.152380952
544,10/14/2020,20 days.,8,1.31637E+18,279525,26914,0,0
545,10/14/2020,"Thank you, Florida! ",43,1.31619E+18,155987,17848,0,0
546,10/14/2020,I’ll be a president for all Americans. Not just the ones who vote for me.,73,1.31618E+18,408892,40425,0,0
515,10/15/2020,"Well, folks, @KamalaHarris and I watched some of President Trump’s remarks from the campaign trail — and it went ju… ",140,1.31685E+18,102293,18383,0,0
520,10/15/2020,President Obama and I left Donald Trump a booming economy — and he caused a recession. He squandered it just like h… ,140,1.31682E+18,331934,48940,0,0
527,10/15/2020,The fact that Senate Republicans haven’t bothered to pass a COVID relief package but are rushing through President… ,139,1.31674E+18,271803,49094,0,0
528,10/15/2020,I heard it's #NationalDessertDay ,56,1.31657E+18,235426,19190,0,0
493,10/16/2020,We need a president who will expand access to health care — not one who does everything he can to tear it away.,111,1.3172E+18,155493,20425,0,0
495,10/16/2020,"I know times are tough, but I promise our best days still lie ahead. Together, we're going to overcome these crises… ",140,1.31716E+18,137608,19190,0.305555556,0.566666667
502,10/16/2020,"How will I ensure the rights of LGBTQ+ people are protected under U.S. law?

I’ll change the law.",97,1.31692E+18,235211,28208,0,0
504,10/16/2020,"I'm running as a proud Democrat, but I'm going to be an American president. 

I'm going to take care of those who v… ",140,1.31692E+18,177560,23769,0.4,0.5
505,10/16/2020,"We're a diverse country — and unless we are able to treat people equally, we're just never going to meet our potential.",119,1.31691E+18,155125,23018,0.166666667,0.625
509,10/16/2020,"Let me be very clear: If you make under $400,000 you won’t pay a penny more in taxes under my administration.",109,1.3169E+18,367509,48553,0.315,0.499166667
510,10/16/2020,"The words of a president matter. And when a president doesn't wear a mask or makes fun of folks who do, it has consequences.",124,1.3169E+18,120675,17557,0.3,0.2
479,10/17/2020,Promise? ,32,1.31755E+18,183339,43116,0,0
485,10/17/2020,"As the Hindu festival of Navratri begins, Jill and I send our best wishes to all those celebrating in the U.S. and… ",139,1.31747E+18,140934,18097,1,0.3
486,10/17/2020,"We’ve got to come together to defeat Donald Trump –– Democrats, Independents, Republicans, and yes, even Demo-cats. ",139,1.31747E+18,212888,45680,0,0
464,10/18/2020,"We are in a battle for the soul of the nation. 

The forces of darkness, the forces of division, the forces of yest… ",140,1.31795E+18,118537,20397,0,0
473,10/18/2020,Turns out Twitter isn’t so bad when you read tweets that aren’t from President Trump. ,109,1.31784E+18,183634,40898,-0.7,0.666666667
475,10/18/2020,"A job is about a lot more than a paycheck.

It's about dignity. It's about respect. It's about being able to look y… ",140,1.31762E+18,103029,16023,0.5,0.5625
454,10/19/2020,...yes ,30,1.31829E+18,480836,54345,0,0
460,10/19/2020,...yes ,30,1.31817E+18,1286543,182321,0,0
462,10/19/2020,Wear a mask. Wash your hands. Vote out Donald Trump.,52,1.31798E+18,1332222,218971,0,0
436,10/20/2020,"Listening to scientists is not a bad thing.

I can’t believe that has to be said.",81,1.31867E+18,441324,65064,0.35,0.666666667
440,10/20/2020,"Two weeks from today, we’re going to beat President Trump.",58,1.31861E+18,578383,61120,0,0
443,10/20/2020,"Yesterday, @realDonaldTrump decided to attack Dr. Fauci once again, calling him a ‘disaster’ and public health expe… ",140,1.3186E+18,110119,18959,0,0.066666667
444,10/20/2020,"Happy Birthday, @KamalaHarris. Next year, let’s celebrate with some ice cream at the White House. ",121,1.31859E+18,284125,24667,0.266666667,0.333333333
449,10/20/2020,"For once, Donald Trump is correct: I will listen to scientists. ",87,1.31836E+18,218017,33467,0,0
450,10/20/2020,I will be a president who pushes towards the future. Not one who clings to the past.,84,1.31835E+18,352133,33361,-0.125,0.1875
422,10/21/2020,It’s time we replace Secretary Betsy DeVos with an actual public school educator — one who values our public school… ,140,1.31902E+18,125060,21354,0,0.077777778
427,10/21/2020,Every day it seems we uncover new horrors perpetrated by President Trump and his administration. ,120,1.31898E+18,102029,18519,0.136363636,0.454545455
432,10/21/2020,It’s time we see each other as fellow Americans who live in — and love — the United States of America. ,126,1.31875E+18,116337,27057,0.170454545,0.491666667
433,10/21/2020,"I’ve always believed we’re at our best when we’re one America. If we come together, there’s not a single thing we cannot overcome.",130,1.31871E+18,130314,16069,0.517857143,0.257142857
407,10/22/2020,I’m running as a proud Democrat. But I will be an American president.,69,1.31939E+18,249125,22912,0.4,0.5
366,10/23/2020,"More than 50 million Americans have already voted. We are making history.

Join us: ",107,1.31978E+18,128317,12638,0.5,0.5
368,10/23/2020,A slight change of tone from the president for one night doesn’t cover up the lies he told. It doesn’t change the f… ,140,1.31974E+18,139698,20384,-0.166666667,0.166666667
374,10/23/2020,"Return your ballots, folks.

",52,1.31967E+18,123680,13248,0,0
377,10/23/2020,"Let’s go win this, folks.

",50,1.31948E+18,148396,14560,0.8,0.4
379,10/23/2020,"I'm running as a proud Democrat, but I will govern as an American president. I will represent you — whether you vote for me or against me.",138,1.31947E+18,199938,20254,0.4,0.5
385,10/23/2020,Donald Trump has a dog whistle about as big as a foghorn.,57,1.31946E+18,189338,17382,0,0.1
386,10/23/2020,"You know who I am. You know who he is.

The character of the country is on the ballot. Look at us closely.",106,1.31946E+18,118279,14320,0,0
391,10/23/2020,He’s a confused guy. He doesn’t know who he’s running against. He’s running against Joe Biden.,94,1.31946E+18,205644,20340,-0.4,0.7
395,10/23/2020,Malarkey!,9,1.31945E+18,218601,21291,0,0
397,10/23/2020,Donald Trump should release his tax returns or shut up about corruption.,72,1.31945E+18,284793,40162,0,0
399,10/23/2020,I don’t look at this the way Donald Trump does — blue states or red states. They’re all the United States.,106,1.31945E+18,154677,15892,0,0.05
400,10/23/2020,"I’m going to shut down the virus, not the country.",50,1.31945E+18,282224,29049,-0.155555556,0.288888889
401,10/23/2020,"Learning to live with it? Come on. People are dying with it, Mr. President.",75,1.31945E+18,174142,20404,0.136363636,0.5
402,10/23/2020,"220,000 deaths.

If you hear nothing else I say tonight, hear this: Anyone who is responsible for that many deaths… ",139,1.31945E+18,116355,18542,0.35,0.525
349,10/24/2020,President Trump continues to prove just how unfit he is to lead our nation through a global pandemic.,101,1.32013E+18,179907,18712,0,0
356,10/24/2020,Rick — thank you for sharing your talent with me. I was so blown away by your art that I asked my team to add it to… ,140,1.32006E+18,120994,18116,0,0
362,10/24/2020,10 days.,8,1.32E+18,241846,18873,0,0
337,10/25/2020,.@BarackObama was a president our kids could look up to. ,80,1.32043E+18,228315,18642,0,0
343,10/25/2020,9 days. Let’s go.,17,1.32036E+18,262351,22646,0,0
345,10/25/2020,"You deserve a president who will get up every single day and work to make your life better.

If you elect me, that’… ",140,1.32016E+18,114415,14817,0.40952381,0.538095238
317,10/26/2020,We can’t let President Trump tear down Obamacare.,49,1.32084E+18,174844,15441,-0.155555556,0.288888889
318,10/26/2020,More than 60 million Americans have already voted. They deserve to have their voices heard on who replaces Justice Ginsburg.,124,1.32082E+18,165030,18887,0.5,0.5
321,10/26/2020,"No president whose lies and failures have cost 225,000 American lives should keep his job. Period.",98,1.32079E+18,210643,28002,0,0
324,10/26/2020,"In 8 days, we’re going to take our democracy back.",50,1.32074E+18,313028,28200,0,0
304,10/27/2020,"The names of George Floyd and Breonna Taylor and Jacob Blake will not soon be forgotten.

Not by me. Not by us. Not… ",140,1.32117E+18,122908,15000,0,0
305,10/27/2020,I know this country. I know our people. And I know we can unite and heal this nation.,85,1.32117E+18,172688,15964,0,0
308,10/27/2020,Black lives matter. No president should be afraid to say it. ,84,1.32114E+18,158255,28024,-0.383333333,0.666666667
312,10/27/2020,One week until Election Day. Don’t let up now.,46,1.32108E+18,234480,24970,0,0
313,10/27/2020,Vote.,5,1.32094E+18,403430,46362,0,0
283,10/28/2020,"It’s not political.

It’s patriotic.

Wear a mask. Period.",58,1.32158E+18,289012,34253,0,0.1
286,10/28/2020,We voted. ,33,1.32154E+18,258542,14631,0,0
289,10/28/2020,"Thank you for your support, @HamillHimself. May the force be with us this election season. ",114,1.32151E+18,128934,24562,0,0
291,10/28/2020,It’s simple: Donald Trump thinks health care is a privilege. I think it is your right.,86,1.3215E+18,241418,27774,0.142857143,0.446428571
296,10/28/2020,"Two years ago, a white supremacist entered Pittsburgh’s Tree of Life Synagogue and perpetrated the deadliest anti-S… ",140,1.32126E+18,149652,20746,0,0
273,10/29/2020,5 days. Let’s bring this home.,30,1.32183E+18,278378,25829,0,0
280,10/29/2020,"I believe in science.

Donald Trump doesn't.

It's that simple, folks.",70,1.32161E+18,260699,27143,0,0.357142857
243,10/30/2020,Jill and I are praying for all those impacted by Hurricane Zeta. The entire nation stands with you as you rebuild and recover.,126,1.3223E+18,106051,8915,0,0.625
247,10/30/2020,"Let me be clear: Hardworking Americans should not be paying more in federal income taxes than Amazon or Netflix.

I… ",140,1.32227E+18,140036,17666,0.3,0.441666667
248,10/30/2020,"I'm not going to shut down the country.

I'm not going to shut down the economy.

I'm going to shut down the virus.",115,1.32225E+18,331223,42849,-0.155555556,0.288888889
255,10/30/2020,"4 days to prevent another 4 years.

Vote: ",65,1.32217E+18,196741,25604,0,0
256,10/30/2020,"This storm will pass, and a new day will come. ",70,1.32198E+18,213782,21194,0.136363636,0.454545455
257,10/30/2020,"Now more than ever, we need a president who will choose compassion over cruelty.",80,1.32197E+18,211764,21344,0.5,0.5
218,10/31/2020,"Presidents lead by example.

Mask up. ",61,1.32268E+18,215639,19983,0,0
220,10/31/2020,"As president, I will choose: 

Hope, not fear.
Peace, not violence.
Generosity, not greed.
 
I’ll appeal to the best in us, not the worst.",138,1.32264E+18,152303,17260,0,0.65
222,10/31/2020,President Obama and I left President Trump a playbook on how to deal with pandemics. He flat-out ignored it. And we… ,140,1.32262E+18,178052,25082,0,0
226,10/31/2020,Who let all these people into my basement? ,66,1.32257E+18,498340,71979,0,0
227,10/31/2020,"3 days.

Stay empowered, stay optimistic, stay united.",54,1.32256E+18,219574,23011,0,0
230,10/31/2020,"Every single American deserves access to regular, reliable, and free COVID-19 testing. Period.",94,1.32253E+18,133649,12880,0.082142857,0.272802198
